category,band,target,llm_label,id1,id2,audit_label,confidence,error_type,note
Автотовары,exact_positive,1.0,1,489626273596,352187376623,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «lynxauto / ремкомплект суппорта nissan murano (z50) 2004-…» ↔ «lynxauto ремкомплект суппорта, арт. bc6211»."
Автотовары,exact_positive,1.0,1,566935742094,506806152831,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «trialli / gf1069, колодки торм. для» ↔ «колодки тормозные trialli gf1069. колодки торм. для а/м f…»."
Автотовары,exact_positive,1.0,1,584115585349,695784826178,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «mercedes / свеча зажигания, mercedes a2701590600» ↔ «mercedes-benz свеча зажигания арт. a2701590600»."
Автотовары,exact_positive,1.0,1,635655299035,558345754475,0,H,MODEL_VARIANT,Разные MPN колодок ATE: 13.0460-3852.2 против 13.0460-4885.2.
Автотовары,exact_positive,1.0,1,652835042418,188978587051,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «датчик износа тормозных колодок fenox bps154» ↔ «датчик износа тормозных колодок перед fenox bps154».
Автотовары,exact_positive,1.0,1,661424985968,747324414604,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «big filter / фильтр воздушный шевроле авео iii кобальт» ↔ «фильтр воздушный big filter gb95000 chevrolet aveo 1.2-1.…».
Автотовары,exact_positive,1.0,1,661425107992,592705541749,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «поршень суппорта передн.(44mmx45,5mm)» ↔ «masterkit / поршень тормозного суппорта toyota modell f 8…»."
Автотовары,exact_positive,1.0,1,678604836355,661425050890,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «azumi / фильтр топливный» ↔ «azumi фильтр топливный арт. fsp23203».
Автотовары,exact_positive,1.0,1,721554559631,652835147447,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «partra колодки тормозные, арт. bp6004» ↔ «partra / колодки тормозные hyundai solaris 2010->, kia ri…»."
Автотовары,exact_positive,1.0,1,747324451099,326417557359,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «lynxauto фильтр воздушный фольцваген амарок / volkswagen …» ↔ «lynxauto / фильтр воздушный фольксваген 2ха, 2хб, из1б, и…»."
Автотовары,exact_positive,1.0,1,755914370368,661425112156,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «дисковые тормозные колодки sangsin brake для легковых авт…» ↔ «sangsin brake колодки тормозные дисковые передние, арт. s…»."
Автотовары,exact_positive,1.0,1,755914381827,481036432631,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «помпа sat st610061» ↔ «sat / водяной насос ауди а4 б8 рестайлинг 2011-2015».
Автотовары,exact_positive,1.0,1,764504224147,850403560671,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «подшипник выжимной patron phcb55» ↔ «подшипник выжимной гидравлический citroen c crosser 2,2 h…»."
Автотовары,exact_positive,1.0,1,764504243489,214748471013,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «фильтр воздушный hyundai: palisade 3.5i/3.8i 18-, santa f…» ↔ «patron / фильтр воздушный kia sedona 3.3i 2015-»."
Автотовары,exact_positive,1.0,1,824633814448,77309552603,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «sidem / рычаг» ↔ «рычаг нижн прав peugeot 307 all 00>».
Автотовары,uncertain_negative,0.2222222222222222,0,163208848023,377957231581,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «norplast / коврик в багажник для gaz volga 31029» / «коврик в багажник эволют evolute i-pro (2022-), коврик дл…»."
Автотовары,uncertain_negative,0.2222222222222222,0,240518304162,171798722162,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «магнитола ts7 hyundai solaris 1 2010-2016 2/32gb» / «магнитола ts7 для hyundai solaris 1 2010-2016».
Автотовары,uncertain_negative,0.2222222222222222,0,274877986285,257698120942,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «kiwix подкраска автомобильная (штрих корректор) 20 мл ope…» / «краска ( подкраска) для сколов + лак + грунт комплект vol…».
Автотовары,uncertain_negative,0.2222222222222222,0,377957245283,609885517549,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «стойка стабилизатора передняя l hyundai h-1(tq) 2.4-2.5d …» / «стойка стабилизатора | перед прав |».
Автотовары,uncertain_negative,0.2222222222222222,0,429496729856,652835043167,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «amd / фильтр салона угольный» / «фильтр салона mercedes w203 00- угольный amdfc765c».
Автотовары,uncertain_negative,0.2222222222222222,0,429496798148,326417667225,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «autoled-opt / лампа светодиодная h7 автомобильная led н7 …» / «светодиодные автолампы h7 px26d , серия a80 ,12v мини лин…»."
Автотовары,uncertain_negative,0.2222222222222222,0,472446469130,850403646946,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «кольца двс поршневые (к-т на 1 поршень). производитель ko…» / «kolbenschmidt / кольца поршневые vw crafter 2.5tdi 06-, l…»."
Автотовары,uncertain_negative,0.2222222222222222,0,541166012438,8589960363,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «miles / тяга рулевая» / «тяга рулевая».
Автотовары,uncertain_negative,0.2222222222222222,0,558345844395,481036473968,1,H,MISSED_MATCH,"Совпадают Kixx L210944TR1, 10W-40, 4 л; synthetic/semisynthetic — шум поля."
Автотовары,uncertain_negative,0.2222222222222222,0,609885415701,584115676045,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «комплект брызговиков seintex 87444 (передние)» / «l.locker брызговики, арт. чччерри11»."
Автотовары,uncertain_negative,0.2222222222222222,0,627065296871,661425030429,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «lynx / шрус наружный | перед прав/лев | lynx co7530» / «шрус наружный передний правый/левый для toyota land cruis…».
Автотовары,uncertain_negative,0.2222222222222222,0,635655236611,601295513166,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «подшипник 6205 2rs (180205) размер 25x52x15 6шт. craft be…» / «подшипник 6205 2rs».
Автотовары,uncertain_negative,0.2222222222222222,0,730144555583,420906819200,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «lord autofashion / авточехлы для сидений lada vesta, с 09…» / «авточехлы lord autofashion для lada vesta, 09.2015, седан…»."
Автотовары,uncertain_negative,0.3333333333333333,0,163208835812,188978728575,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «metaco подшипник ступицы, арт. 5200001, 1 шт.» / «подшипник ступицы (к-кт) metaco 5100-044»."
Автотовары,uncertain_negative,0.3333333333333333,0,266287994261,781684052117,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «ikon tyres автошина ikon 215/60r16 99r xl nordman rs2» / «ikon tyres character snow 2 шины зимние 215/60 r16 99r».
Автотовары,uncertain_negative,0.3333333333333333,0,274877966067,420906865935,0,L,,Разные модель/вариант либо нет достаточного общего якоря: «пепельница для автомобиля форд мондео 4 (ford mondeo iv) …» / «пепельница для автомобиля ниссан теана j31 с крышкой».
Автотовары,uncertain_negative,0.3333333333333333,0,498216246743,481036487034,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «камера заднего вида хендай солярис 1 (2010 -2017) седан» / «камера заднего вида full hd ccd для хендай солярис 1 (201…».
Автотовары,uncertain_negative,0.3333333333333333,0,609885395169,627065368081,1,H,MISSED_MATCH,Один фильтр Lynxauto LO1915; отличаются лишь списки совместимости.
Автотовары,uncertain_negative,0.3333333333333333,0,747324329030,584115708364,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «краска автомобильная. подкраска для сколов. nissan dr2 gr…» / «kiwix краска (подкраска) для сколов citroen 76 vert la re…».
Автотовары,uncertain_negative,0.4444444444444444,0,25769922921,103079216381,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «майтон / жесткая тонировка kia sportage 4 2016-2022 год с…» / «полиэфирная съемная тонировка для kia sportage (2016-н.в)…».
Автотовары,uncertain_negative,0.4444444444444444,0,51539698823,8589997549,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «elf elf evolution 900 5w-40 масло моторное, синтетическое…» / «elf / масло моторное elf evolution 900 nf 5w40 4л»."
Автотовары,uncertain_negative,0.4444444444444444,0,257698042915,171798764703,1,H,MISSED_MATCH,Совпадают Active Sword HT48 и длина 480 мм; «48 мм» во второй карточке ошибочно.
Автотовары,uncertain_negative,0.4444444444444444,0,506806249358,283467892296,0,L,,Разные модель/вариант либо нет достаточного общего якоря: «трос сцепления мотоцикл восход 3м» / «трос сцепления восход».
Автотовары,uncertain_negative,0.4444444444444444,0,541165919893,283467922791,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «eliteauto777 / эмблема на автомобиль toyota тойота черная…» / «накладка на эмблему toyota camry v40 16х11 см черная глян…».
Автотовары,uncertain_negative,0.4444444444444444,0,747324372829,377957134500,0,M,,Разные модель/вариант либо нет достаточного общего якоря: «вковрике коврики для vw taos 2020-» / «коврики evo eva ева эва в салон автомобиля volkswagen tao…».
Автотовары,uncertain_positive,0.5555555555555556,1,120259103861,541165988940,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «abro / герметик - цемент es-332 (1шт)» ↔ «герметик глушителя abro es332».
Автотовары,uncertain_positive,0.5555555555555556,1,171798818192,360777304198,0,M,GENERIC_OVERMATCH,"Общие лишь тип, XL и цвета; модели нет, у одной каски явно есть ушки."
Автотовары,uncertain_positive,0.5555555555555556,1,369367210559,506806200689,0,H,MODEL_VARIANT,Общее H11/30W не идентифицирует товар: PTF generic против Kuzovik для Lexus LX.
Автотовары,uncertain_positive,0.6666666666666666,1,17180026058,790274039152,0,H,MODEL_VARIANT,Тонировка вырезана для разных поколений Hyundai Accent: II против III.
Автотовары,uncertain_positive,0.6666666666666666,1,455266561395,128849076703,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «nibk / колодки тормозные дисковые задние» ↔ «тормозные колодки задние для nissan 200sx s14 94 99 (прои…».
Автотовары,uncertain_positive,0.6666666666666666,1,472446440427,17179982856,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «nlf1528e18 брызговики задние ком-кт 2 шт полиуретан frosch» ↔ «брызговики задние fiat ducato, 2012-2014, 2014-2 шт.(opti…»."
Автотовары,uncertain_positive,0.7777777777777778,1,584115657732,549755837594,0,H,QUANTITY_BUNDLE,"Одинаковая конфигурация диска, но в предложении 1 против 2 штук."
Автотовары,uncertain_positive,0.7777777777777778,1,824633812290,609885385372,0,H,MODEL_VARIANT,"7PK1550 — размер ремня, а не модель: Lynxauto против Gates."
Автотовары,uncertain_positive,0.8888888888888888,1,42949702965,566935799276,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «textar / диск задний land rover textar 92147603» ↔ «textar диск тормозной, арт. 92147603»."
Автотовары,uncertain_positive,0.8888888888888888,1,42949744410,343597475481,1,M,,"Совпадают конкретный товар/вариант и ключевые поля: «упор двери задней 2121 ""сааз"" (с крепежом) без упак.» ↔ «амортизатор (упор) багажника 2121 сааз (1шт)»."
Автотовары,uncertain_positive,0.8888888888888888,1,42949793538,678604847160,0,H,MODEL_VARIANT,Багажники предназначены для разных авто: Skoda Octavia против Audi A4.
Автотовары,uncertain_positive,0.8888888888888888,1,137439018887,438086818579,0,H,MODEL_VARIANT,Разные модели автоаксессуара Skyway: Combo-7 против Hit-2.
Автотовары,uncertain_positive,0.8888888888888888,1,180388711858,395137141952,1,M,,"Совпадают конкретный товар/вариант и ключевые поля: «крестовина карданного вала 29x49 toyota cresta gx90,jzx9 …» ↔ «smart.store крестовина карданного вала, арт. ast17»."
Автотовары,uncertain_positive,0.8888888888888888,1,188978651297,94489363007,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «стойка переднего стабилизатора ix35 14-/sportage iii 14- …» ↔ «kormax стойка стабилизатора ksl029».
Автотовары,uncertain_positive,0.8888888888888888,1,257698117785,652835059399,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «колодки тормозные miles e210578» ↔ «miles / колодки тормозные барабанные renault logan 2004 и…».
Автотовары,uncertain_positive,0.8888888888888888,1,429496806154,214748484204,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «корпусной активный сабвуфер урал ac-у12a» ↔ «сабвуфер автомобильный ural ас-у12а черный 300вт активный…».
Автотовары,uncertain_positive,0.8888888888888888,1,446676620079,120259105485,0,H,MODEL_VARIANT,6PK1305 — размер; производители ремней Gates и Patron различаются.
Автотовары,uncertain_positive,0.8888888888888888,1,498216269431,128849025038,1,H,,Совпадают конкретный товар/вариант и ключевые поля: «адаптер incar con-pio-01w iso-переходник для pioneer deh-…» ↔ «pioneer / коннектор iso pioneer ic-pio1500 (con-pio-01w)».
Автотовары,uncertain_positive,0.8888888888888888,1,523986090579,798863970321,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «marshall ma4774 фильтр воздушный hyundai accent 11- solar…» ↔ «фильтр воздушный hyundai accent solaris, kia rio soul»."
Автотовары,uncertain_positive,0.8888888888888888,1,549755851026,618475301537,0,H,MODEL_VARIANT,Оригинальная деталь ГАЗ 3302-3501137 и aftermarket Automagnat с суффиксом AM.
Автотовары,uncertain_positive,0.8888888888888888,1,618475371998,730144467711,0,H,MODEL_VARIANT,Накидки для разных поколений Elantra и с разными материалами.
Автотовары,uncertain_positive,0.8888888888888888,1,652835128950,103079227571,0,M,GENERIC_OVERMATCH,"Совпадают лишь M12×1.5 и 5 гаек; нет модели и геометрии посадки, у A длина 27 мм."
Автотовары,uncertain_positive,0.8888888888888888,1,712964648239,128849085886,1,H,,"Совпадают конкретный товар/вариант и ключевые поля: «mando / фильтр масляный для porter. hd35. bongo. sorento» ↔ «фильтр масляный, арт. mof4000, mando, цена за 1шт.»."
Автотовары,uncertain_positive,0.8888888888888888,1,764504195313,249108175684,0,M,MODEL_VARIANT,"Один автомобиль и 15%, но разные исполнение/материал и продавцы Tonirovkoff и Mayton."
Автотовары,uncertain_positive,0.8888888888888888,1,764504215888,747324471378,1,M,,Совпадают конкретный товар/вариант и ключевые поля: «carsein / белые галогеновые лампы h11 2шт в птф на калина» ↔ «комплект белого галогена h11 2 шт в птф на lada kalina ва…».
Аптека,exact_negative,0.0,0,73918,395137084368,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «цветные контактные линзы okvision fusion 3 месяца, -0.50 …» / «цветные контактные линзы okvision fusion 3 месяца, -0.50 …»."
Аптека,exact_negative,0.0,0,128849048378,541165913994,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «coopervision контактные линзы biofinity toric r 8.7, d -2…» / «coopervision контактные линзы biofinity ежемесячные , -1.…»."
Аптека,exact_negative,0.0,0,163208800510,103079284632,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «контактные линзы однодневные астигматические 1-day acuvue…» / «acuvue астигматические линзы, -3.00, 8.5, -0.75, 10, 1 де…»."
Аптека,exact_negative,0.0,0,188978646155,532576016634,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «acuvue / астигматические линзы acuvue 1-day oasys d-5.00 …» / «контактные линзы acuvue oasys 1-day with hydraluxe for as…».
Аптека,exact_negative,0.0,0,214748451721,773094190005,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «niceoptics / готовые очки для зрения +1,25 корригирующие …» / «очки для зрения +1,25 корригирующие антибликовые с диоптр…»."
Аптека,exact_negative,0.0,0,223338440619,352187363278,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «очки для чтения с футляром-змейка dacchi мод. d37489 цвет…» / «фотохромные очки для дали с футляром-змейка dacchi мод. d…».
Аптека,exact_negative,0.0,0,292057791534,438086737121,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «контактные линзы coopervision clariti 1 day toric (30линз…» / «coopervision контактные линзы clariti 1 day toric r 8.6, …»."
Аптека,exact_negative,0.0,0,292057800962,850403597719,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «coopervision biofinity toric (3 линзы) bc 8,7 sph -5.50 c…» / «coopervision астигматические линзы biofinity toric (3 шт)…»."
Аптека,exact_negative,0.0,0,309237767423,8590029677,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «nikitana / очки для зрения -4 рц 56-58» / «очки для чтения +4.5 рц 60-62 женские, корригирующие»."
Аптека,exact_negative,0.0,0,360777421230,850403621665,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «mien mien899 очки по рецепту +2.00 pd72 с тонкими линзами…» / «очки под заказ в оправе mien899 -2.75 pd58 с линзами 1,50…»."
Аптека,exact_negative,0.0,0,369367297679,120259136372,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «fabia monti / очки для зрения» / «стильные очки -3.00 pd 62-64 с футляром».
Аптека,exact_negative,0.0,0,377957126174,781684106361,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «alcon мультифокальные линзы -6.25/ med/ 8.6/ 3 шт, alcon,…» / «мультифокальные линзы air optix plus hydraglyde multifoca…»."
Аптека,exact_negative,0.0,0,412317001925,755914323769,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «астигматические линзы, -2.00 -2.75 20 6 шт, adria o2o2 to…» / «adria / астигматические линзы adria o2o2 toric -2.00 -0.7…»."
Аптека,exact_negative,0.0,0,541165983026,68719547696,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «астигматические линзы acuvue oasys 1-day for astigmatism …» / «acuvue / акувью oasys 1-day 30 for astigmatism d-2.25 cyl…».
Аптека,exact_negative,0.0,0,541166008332,292057834621,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «acuvue oasys 1-day with hydraluxe for astigmatism (30 лин…» / «линзы однодневные астигматические acuvue oasys with hydra…».
Аптека,exact_negative,0.0,0,541166020762,575525659176,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «компьютерные очки для зрения с футляром на магните glodia…» / «компьютерные очки для чтения с футляром на магните glodia…».
Аптека,exact_negative,0.0,0,549755873411,747324438830,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «очки для чтения с футляром-змейка dacchi мод. 37950 цвет …» / «очки для чтения с футляром-змейка dacchi мод. 33320n цвет…».
Аптека,exact_negative,0.0,0,566935795641,687194904215,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «межпальцевый разделитель» / «beeps / разделители для пальцев ног корректоры».
Аптека,exact_negative,0.0,0,584115691189,446676727393,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «coopervision proclear 1 day (30 линз) -1.75 r 8.7» / «coopervision proclear 1 day (30 линз), 8.7, +1.50»."
Аптека,exact_negative,0.0,0,661424991864,489626287090,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «контактные линзы alcon air optix plus hydraglyde astigmat…» / «alcon торические линзы air optix plus hydraglyde for asti…».
Аптека,exact_negative,0.0,0,661425089874,139816,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «acuvue / oasys 1-day hydraluxe for astigmatism +1.50 -1.7…» / «acuvue oasys 1-day with hydraluxe for astigmatism (30 лин…».
Аптека,exact_negative,0.0,0,764504321246,94489420948,0,H,,Разные модель/вариант либо нет достаточного общего якоря: «локтевой бандаж для сна» / «ортез».
Аптека,exact_negative,0.0,0,773094209966,386547078591,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «ray-ban / rb2140 902/58 54-18 большой размер поляризованн…» / «оправа для очков ray-ban rx 4487v 8192, цвет: черный, ква…»."
Аптека,exact_negative,0.0,0,798864024632,360777379895,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «стул для ванны и душа титан для пожилыхwu» / «титановый стул для ванны и душа, ванна с мягкой подушкойwu»."
Аптека,exact_negative,0.0,0,807453993415,146028894046,0,H,,"Разные модель/вариант либо нет достаточного общего якоря: «1-day acuvue oasys / -1,25 / 8,5/30 шт. (0 / рос. размер …» / «acuvue / 1-day acuvue oasys / -6,50 / 8,5/30 шт.»."
