candidate_status,level,scope_category,concept,relation,target_label,all_pair_support,all_singleton_support,all_singleton_label0,all_singleton_label1,target_probability,target_wilson_lcb95,validation_singleton_support,validation_target_probability,observed_category_count,categories_with_5_singletons,discovery_q_value_label0,discovery_q_value_label1,all_example_pair_ids,all_example_value_pairs,rule_description_ru
provisional_lcb80_holdout_consistent,category_concept,Аптека,optical_power,different_value,0,6588,301,301,0,1.0,0.9873985026985662,47,1.0,4,1,2.334133225469298e-43,1.0,rp_74cd0be132fadd0f21dad35e;rp_e685f396514d9431b6af86ba;rp_f29d5c7c2fb8b8086ff942c9,"+3.25 | -0,75 | -1.50",В категории Аптека различие по optical_power (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Товары для животных,package_quantity,different_value,0,1838,123,110,13,0.8943089430894309,0.8275473125649303,27,0.9259259259259259,18,16,4.331842414199506e-12,1.0,rp_b38778e6ce40a1fdc9d51920;rp_8a773396ea7153320c63d2a2;rp_51e8d3d7cc272ea46563f291,1 | 2 | 2 шт.,В категории Товары для животных различие по package_quantity (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Электроника,cpu_model,different_value,0,690,27,26,1,0.9629629629629629,0.8171653406642415,5,1.0,1,1,1.0,1.0,rp_17d378009a1c33e513579e45;rp_18473d608743fdf7e6a86dd7;rp_4adb49697fa84e7d6026704c,1235u | intel core i5-13600kf | amd ryzen 7 7700x,В категории Электроника различие по cpu_model (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Электроника,compatible_model,different_value,0,802,193,168,25,0.8704663212435233,0.8157735060475179,43,0.8837209302325582,8,2,0.15474856780725427,1.0,rp_10816c15573fe1c4817c6e9b;rp_2a7f4277f0aa8c741b82be1c;rp_510e223b9efb06c9029f4800,oppo a16 | honor 9 lite | swift 3 sf315-41 sf315-51g sf315-52g a315-22 a317-33 a315-56 a317-32 a315-23 a514-53,В категории Электроника различие по compatible_model (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Хобби и творчество,color_code,different_value,0,191,35,33,2,0.9428571428571428,0.8139294257983507,5,1.0,11,3,0.0031770839539597825,1.0,rp_2ccc835d6d0599849adebb8b;rp_dc2330584babbbdeea40f4af;rp_47fbdb2286fc66b8992eb16b,8990 | 301 | 2626,В категории Хобби и творчество различие по color_code (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,global_concept,__ALL__,diameter,different_value,0,3870,298,254,44,0.8523489932885906,0.8075935126692187,63,0.8412698412698413,15,9,6.7368196960463055e-12,1.0,rp_217efed9017db46b485dd669;rp_c9f02adf55afd2057f6d186e;rp_9c3ae9d5d3d4b984f6600f06,"0.309мм | 14"" | 6,0 мм",В нескольких категориях различие по diameter (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Хобби и творчество,brand,different_value,1,1919,498,79,419,0.8413654618473896,0.8066821448026656,110,0.8454545454545455,18,18,1.0,3.540097380161336e-45,rp_adf9ec9a31a3f6520b9699a2;rp_bb70c1902de8f8cb2c1488b0;rp_0ea72317adcd4d00108f4e10,лесная мастерская | светлица | starpony,В категории Хобби и творчество различие по brand (different_value) связано с меткой 1.
provisional_lcb80_holdout_consistent,global_concept,__ALL__,compatible_model,different_value,0,892,220,188,32,0.8545454545454545,0.8018759890455021,49,0.8775510204081632,8,2,2.229224299218886e-07,1.0,rp_10816c15573fe1c4817c6e9b;rp_2a7f4277f0aa8c741b82be1c;rp_510e223b9efb06c9029f4800,oppo a16 | honor 9 lite | swift 3 sf315-41 sf315-51g sf315-52g a315-22 a317-33 a315-56 a317-32 a315-23 a514-53,В нескольких категориях различие по compatible_model (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Бытовая химия,package_dimensions,different_value,1,1013,74,8,66,0.8918918918918919,0.800911555641104,8,0.875,16,5,1.0,2.7089814614982716e-08,rp_98913927eaf37e59205beecf;rp_ea50c35fa589ea099b7a9c53;rp_3576122a035ea8b9d44c2924,"9 × 7,5 × 21 см | 34*18*12 см | 18 см x 31 см x 10 см",В категории Бытовая химия различие по package_dimensions (different_value) связано с меткой 1.
provisional_lcb80_holdout_consistent,global_concept,__ALL__,color_count,different_value,0,318,47,43,4,0.9148936170212766,0.8006846221303541,14,1.0,6,2,1.0,1.0,rp_bb84ae4e1c943c7acfb510d6;rp_79016154219ca44ee6daf5c7;rp_d0a5d3dd1131b1b398f65b15,60 | 12 цветов | 23,В нескольких категориях различие по color_count (different_value) связано с меткой 0.
provisional_lcb80_holdout_consistent,category_concept,Обувь,color,different_value,0,8470,93,82,11,0.8817204301075269,0.8005014459532714,9,0.8888888888888888,18,18,1.0,1.0,rp_fb80377aafad3bd9d3520fc1;rp_83e20d1208127726abd52a85;rp_da205c5d5531761f7811a4ea,темно-серый | кремовый | черный,В категории Обувь различие по color (different_value) связано с меткой 0.
