rule_id,canonical_rule,concept,relation,semantic_family,selection_tier,global_support,global_positive,global_negative,single_difference_support,max_2_differences_support,global_effect_median,scope_candidate_frozen,validation_support,validation_positive,validation_negative,validation_max_2_differences_support,validation_effect_median,validation_stability,allowed_categories,core_alias_of,generation_guard
rule_7af2f92316ee9d66,curtain_height has different explicit values,curtain_height,different_value,dimensional_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,131,1,130,7,16,-3.6617006447304354,CATEGORY_SPECIFIC,6,0,6,0,-2.3377664316008158,SAME_DIRECTION_WEAK,"[""Дом и сад""]",,"Change the named product dimension in the same unit; reject package dimensions, approximate measurements and missing values."
rule_4a4db8f28bdd9dc0,battery_capacity has different explicit values,battery_capacity,different_value,capacity_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,150,11,139,2,15,-0.996863744411761,CATEGORY_SPECIFIC,11,1,10,0,-0.7018956061278503,SAME_DIRECTION_WEAK,"[""Электроника""]",,"Use two explicit normalized capacities for the same component and unit; do not confuse device storage, RAM, card capacity or bundle capacity."
rule_591d7a3f67190d5d,wheel_diameter has different explicit values,wheel_diameter,different_value,dimensional_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,159,8,151,3,11,-2.1023970147333717,GLOBAL,7,0,7,0,-2.6881048163579995,SAME_DIRECTION_WEAK,"[""Детские товары"", ""Спорт и отдых""]",,"Change the named product dimension in the same unit; reject package dimensions, approximate measurements and missing values."
rule_64032e16c06ba6cc,ssd_capacity has different explicit values,ssd_capacity,different_value,capacity_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,178,2,176,0,5,-2.847376887275967,CATEGORY_SPECIFIC,10,0,10,0,-1.9644010662817257,SAME_DIRECTION_WEAK,"[""Электроника""]",,"Use two explicit normalized capacities for the same component and unit; do not confuse device storage, RAM, card capacity or bundle capacity."
rule_73c9906d6506efcd,string_gauge has different explicit values,string_gauge,different_value,instrument_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,183,10,173,2,41,-1.571418801659155,CATEGORY_SPECIFIC,8,0,8,0,-2.1645277121746505,SAME_DIRECTION_WEAK,"[""Музыкальные инструменты""]",,"Choose two valid but distinct values for the same instrument subtype and keep instrument family, brand and model context fixed."
rule_9e7ea8b196b7117a,lens_type has different explicit values,lens_type,different_value,optical_prescription,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,217,3,214,0,6,-1.7267969295284198,CATEGORY_SPECIFIC,8,0,8,0,-1.630644285994621,SAME_DIRECTION_WEAK,"[""Аптека""]",,"Change one normalized prescription parameter only, preserve sign and unit semantics, and keep all other prescription fields fixed."
rule_ab95c0ea912d67a0,storage_capacity has different explicit values,storage_capacity,different_value,capacity_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,224,3,221,6,31,-2.74662436362593,GLOBAL,6,0,6,0,-1.434275132345764,SAME_DIRECTION_WEAK,"[""Автотовары"", ""Электроника""]",,"Use two explicit normalized capacities for the same component and unit; do not confuse device storage, RAM, card capacity or bundle capacity."
rule_8f34258cfe0a4f40,flavor_profile has different explicit values,flavor_profile,different_value,consumable_variant,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,292,36,256,12,59,-1.1318178621972876,GLOBAL,13,2,11,0,-1.0125927428581933,SAME_DIRECTION_WEAK,"[""Продукты питания"", ""Товары для животных""]",,"Choose mutually exclusive explicit variants, not synonyms, mixtures, assortments or a broad value containing the narrow value."
rule_7d49f5a34bbfd76d,case_diameter has different explicit values,case_diameter,different_value,dimensional_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,375,22,353,1,7,-1.1655466669685948,CATEGORY_SPECIFIC,15,0,15,0,-2.709400747006014,SAME_DIRECTION_WEAK,"[""Галантерея и аксессуары""]",,"Change the named product dimension in the same unit; reject package dimensions, approximate measurements and missing values."
rule_e371f7f4b943ac6a,ram_capacity has different explicit values,ram_capacity,different_value,capacity_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,390,2,388,1,8,-3.623053674609025,CATEGORY_SPECIFIC,22,0,22,0,-2.7646108063640122,REPLICATED_95,"[""Электроника""]",,"Use two explicit normalized capacities for the same component and unit; do not confuse device storage, RAM, card capacity or bundle capacity."
rule_b58151b253bc8b0c,vehicle_compatibility has different explicit values,vehicle_compatibility,different_value,compatibility_target,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,414,44,370,2,53,-0.5764787960031741,CATEGORY_SPECIFIC,15,0,15,0,-2.257490681206005,SAME_DIRECTION_WEAK,"[""Автотовары""]",,Replace the exact compatible model with a different valid model; reject universal accessories and compatibility lists containing both models.
rule_3ef3ce1e761d912b,gemstone_type has different explicit values,gemstone_type,different_value,categorical_variant,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,486,18,468,1,12,-1.293236766091212,CATEGORY_SPECIFIC,30,1,29,0,-1.1570672472169254,SAME_DIRECTION_WEAK,"[""Ювелирные изделия""]",,"Choose mutually exclusive explicit category-valid values; reject synonyms, subsets and multi-value lists containing both variants."
rule_f11355f5aed07cbc,heel_height has different explicit values,heel_height,different_value,dimensional_spec,RARE_EXPERIMENTAL_NEEDS_CLEAN_VALIDATION,495,11,484,0,5,-1.5464254401634077,CATEGORY_SPECIFIC,21,0,21,0,-2.350043773111394,SAME_DIRECTION_WEAK,"[""Обувь""]",,"Change the named product dimension in the same unit; reject package dimensions, approximate measurements and missing values."
rule_f470d60a4a5c6f83,package_length has different explicit values,package_length,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,24,3,21,1,6,-1.0325405883176164,CATEGORY_SPECIFIC,3,1,2,0,-0.5405809133503559,SAME_DIRECTION_WEAK,"[""Строительство и ремонт""]",,
rule_93eab4418433d2d1,color_pattern has different explicit values,color_pattern,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,58,7,51,2,6,-0.8334301591171195,CATEGORY_SPECIFIC,3,0,3,1,-2.024608847045781,SAME_DIRECTION_WEAK,"[""Спорт и отдых""]",,
rule_2ee3449e691902f5,fabric_type has different explicit values,fabric_type,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,80,18,62,4,12,-0.7210349533249788,CATEGORY_SPECIFIC,6,2,4,2,-0.18963403022442185,SAME_DIRECTION_WEAK,"[""Дом и сад""]",,
rule_2083280f63f7acc2,height_cm has different explicit values,height_cm,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,85,7,78,2,5,-1.435312430881298,CATEGORY_SPECIFIC,8,1,7,0,-0.7495413706223506,SAME_DIRECTION_WEAK,"[""Дом и сад""]",,
rule_0d1e40609c3929eb,filler_material has different explicit values,filler_material,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,86,11,75,2,5,-0.6247647842273729,UNCERTAIN,5,0,5,0,-1.2634667790522736,SAME_DIRECTION_WEAK,[],,
rule_76bce3e5791ad498,finish_type has different explicit values,finish_type,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,91,13,78,0,9,-0.8136111082265021,CATEGORY_SPECIFIC,4,0,4,0,-1.5548104023413312,SAME_DIRECTION_WEAK,"[""Красота и гигиена""]",,
rule_81eb43b20ec65422,design_theme has different explicit values,design_theme,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,109,8,101,2,9,-1.3771351972928474,CATEGORY_SPECIFIC,8,2,6,0,-0.11116996585310285,SAME_DIRECTION_WEAK,[],,
rule_4121b1f0e222be12,orientation has different explicit values,orientation,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,147,7,140,2,7,-1.3133199835450515,CATEGORY_SPECIFIC,5,0,5,0,-1.445612060496452,SAME_DIRECTION_WEAK,"[""Мебель""]",,
rule_d0691cb200eea552,fragrance_family has different explicit values,fragrance_family,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,149,41,108,3,42,-0.40982083313306317,CATEGORY_SPECIFIC,9,3,6,2,-0.03360779373466605,SAME_DIRECTION_WEAK,"[""Красота и гигиена""]",,
rule_65095f5840403051,material_type has different explicit values,material_type,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,152,6,146,0,8,-1.9903745999652558,GLOBAL,10,0,10,0,-2.631178505003213,SAME_DIRECTION_WEAK,"[""Дом и сад"", ""Строительство и ремонт"", ""Хобби и творчество""]",,
rule_e9386a206fb4c758,total_weight has different explicit values,total_weight,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,310,22,288,6,55,-1.8458205121816227,GLOBAL,15,1,14,5,-1.9149164115500956,SAME_DIRECTION_WEAK,"[""Бытовая химия"", ""Товары для животных""]",,
rule_a4afe31e20897c9a,material_composition has different explicit values,material_composition,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,320,54,266,2,21,-0.45899303582630757,GLOBAL,19,4,15,1,-0.21776350751901474,SAME_DIRECTION_WEAK,"[""Дом и сад"", ""Хобби и творчество""]",,
rule_84b09275aed2279a,max_load has different explicit values,max_load,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,336,32,304,1,10,-0.865005044283129,GLOBAL,13,1,12,0,-0.596146289389683,SAME_DIRECTION_WEAK,"[""Детские товары"", ""Мебель""]",,
rule_f6e9a265e33d8ac5,product_form has different explicit values,product_form,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,425,120,305,13,90,-0.3194494922050911,GLOBAL,22,5,17,3,-0.5154848610401699,SAME_DIRECTION_WEAK,"[""Товары для животных"", ""Хобби и творчество""]",,
rule_d052156904fbe814,diameter has different explicit values,diameter,different_value,,RARE_EXPERIMENTAL_SEMANTIC_GUARD,444,41,403,10,54,-0.96704806986413,GLOBAL,21,2,19,6,-0.8648310517046878,SAME_DIRECTION_WEAK,"[""Аптека"", ""Дом и сад"", ""Музыкальные инструменты"", ""Строительство и ремонт"", ""Хобби и творчество""]",,
rule_b04d7730a8e98dca,blade_length has different explicit values,blade_length,different_value,dimensional_spec,RARE_EXPERIMENTAL_NO_CATEGORY_SCOPE,55,6,49,1,13,-1.0419562260972763,UNCERTAIN,3,0,3,2,-1.830108521438779,SAME_DIRECTION_WEAK,[],,"Change the named product dimension in the same unit; reject package dimensions, approximate measurements and missing values."
